,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,label
296620,2.641537272,0.067076939,0.252200347,-0.07090331,0.045174541,0.036039197,0.057780811,-0.009896982,0.019980969,D
296643,0.344942144,1.994424975,-0.102630583,-0.075956536,-0.1901533,-0.390049544,0.04829495,0.049541907,0.071462673,D
296667,1.200541307,-0.408244503,-0.356465184,-0.260291802,0.021515504,-0.167229166,-0.223903192,-0.064141178,-0.038908777,D
296691,-0.600946264,0.945892856,-0.735128144,-0.104487235,-0.145191403,-0.043696235,-0.183646619,0.096686825,0.11200842,D
296715,2.651211633,0.232147711,0.313241654,-0.07829873,0.052643777,0.050170063,0.01541473,-0.005827012,-0.005374371,D
296739,2.465215579,-0.082578151,0.080474078,-0.10572742,-0.031875022,0.038239934,-0.000308054,0.048611379,-0.016738985,D
296762,2.190043109,0.050520961,0.124004253,-0.071871534,-0.010357116,0.097090822,-0.034319349,-0.018088003,0.030558435,D
296786,-1.939442187,1.777670973,0.214562299,0.102592611,-0.046363146,-0.008657513,0.093136578,0.270412768,-0.183300576,D
296810,-6.312142709,1.564811423,-0.839036032,-0.916053534,-0.599403092,0.216644908,-0.500261146,-0.015455172,-0.18745228,D
296834,-3.969492207,2.59291469,0.59351991,0.126479893,-0.022756155,0.049257315,0.415046504,0.206761344,-0.130719628,D
296858,1.178682633,0.277977192,0.472855873,0.180748378,0.063707966,0.239671138,0.062694489,-0.013623436,-0.078916022,D
296882,-1.570857828,-0.288963697,-0.329858543,-0.423482903,-0.131256471,0.581964788,-0.290601857,-0.314125095,-0.261565257,D
296906,0.27799137,0.495059542,0.792690769,0.109238612,-0.101073841,0.249995264,0.075998409,0.137094004,-0.23951055,D
296930,2.723058738,0.016416555,0.283147312,-0.059805598,0.037003723,0.050348212,-0.011244267,0.049250199,0.045884248,D
296953,2.195887238,-0.131304648,0.116917932,-0.173885027,0.031134985,0.047154921,0.047336009,-0.047490321,-0.066157121,D
296977,2.515285157,0.025046308,0.307364538,0.028257491,0.051249624,0.099515212,0.018598277,0.036516397,-0.028624463,D
297000,2.529768764,-0.031664721,0.149968757,-0.104431246,-0.012665977,-0.034116062,-0.112596122,0.073118329,0.010018881,A
297024,2.774673542,0.045195925,0.242667996,-0.080080975,-0.003286465,0.004831139,-0.017056805,0.03856953,-0.007724184,A
297047,1.310236033,-0.606833524,-0.551021436,-0.392163248,-0.081453311,0.063616629,-0.09826239,-0.125209362,0.057982906,A
297071,2.293016091,-0.203411279,-0.062765794,-0.22423959,-0.062403911,-0.013807438,-0.112119422,-0.008504127,-0.077087688,A
297095,1.667436956,-0.490093869,-0.288169801,-0.254003542,-0.146581579,-0.021218913,-0.023284345,-0.038197516,0.007654952,A
297119,2.514986472,-0.228895503,0.034469259,-0.149743623,-0.033084417,0.018264821,0.00953585,-0.054925747,-0.079904298,A
297140,-2.066529709,-3.691325342,-3.38179924,-0.460903359,0.30146952,-0.140782368,-0.15402989,-0.305054918,-1.088525279,A
297161,0.264515028,-2.006020971,-1.660795816,-0.296097772,0.088841952,-0.083000878,-0.100971986,-0.254851223,-0.803636654,A
297178,2.367176877,-0.382029227,-0.120355536,-0.183743981,0.008852788,0.048680702,-0.088699439,0.032744441,-0.024441382,A
297197,2.645740727,-0.188262754,0.08778998,-0.132275872,-0.002419845,0.010913098,-0.029553747,0.044007864,0.047172662,A
297214,2.150976114,-0.36311281,-0.117472525,-0.243932667,-0.085501725,0.035137869,-0.042217684,-0.117980116,-0.074695685,A
297237,2.458400459,-0.122600323,-0.004016297,-0.190815439,-0.023713541,0.058286837,-0.053727741,-0.005864549,0.137956144,A
297261,2.620869638,-0.135811107,0.128521929,-0.156007345,-0.063139564,0.04005998,-0.004393442,-0.012505338,-0.044696406,A
297281,2.726921038,-0.06420106,0.173252272,-0.131254803,-0.035671671,0.048426378,-0.019544984,0.01219259,0.049117538,A
297302,0.927609628,-1.160110177,-0.267190435,0.427013175,0.283717477,-0.332815172,0.049837404,0.048179889,-0.044485011,A
297324,2.36347654,-0.258409704,0.0794303,0.082467513,0.08418072,-0.059793302,0.015363847,0.043940157,-0.076167915,A
297346,2.619427344,-0.111502728,0.205421268,0.040398486,0.057706739,-0.00855321,0.004047277,0.019375361,-0.021686563,A
297365,-4.369884319,0.436898761,-1.050845079,-0.067601019,-0.328544617,0.088008924,-0.289348924,-0.206726651,-0.219821709,D
297389,-1.70850581,1.169470646,-0.656785919,0.157978317,-0.255087105,-0.095034802,-0.040818306,0.025344408,0.009615994,D
297413,-0.432029396,2.293500558,-0.061189448,0.096381611,-0.156261222,0.013358623,0.016882572,-0.23688381,0.041835904,D
297437,0.088657134,-0.265996968,-0.408911255,-0.071816901,-0.004059682,0.036392306,0.0657174,-0.155210273,-0.075869993,D
297461,1.303609848,-0.313510897,-0.083985629,0.0850805,-0.086620937,0.251117174,-0.048003769,-0.105856277,-0.008143798,D
297485,-2.056530282,3.192023971,0.280338074,-0.024106636,0.209227608,0.837217508,1.040196458,-0.910716702,0.15004302,D
297509,2.660978774,-0.204417895,0.116613486,-0.166862418,-0.038926696,0.012812552,-0.023749674,0.00477886,-0.034659865,A
297525,2.135422835,-0.473689224,-0.064560351,-0.235639494,-0.028989203,0.0574632,-0.079731001,-0.04024795,-0.013578637,A
297546,2.795681843,-0.101940781,0.174731025,-0.112344115,-0.005769226,0.010805988,-0.013509771,0.036883122,0.047649914,A
297560,2.38774144,-0.384675884,0.000241589,-0.205767828,-0.066784324,0.04227597,-0.064987966,-0.005661262,0.011789052,A
297578,2.504910747,0.20761228,0.326423958,0.005274047,-0.015827336,0.098164801,0.025114859,0.054794193,-0.028564903,D
297602,2.022722849,0.189575754,0.20827904,-0.102234135,0.02370686,0.048990162,-0.011253148,0.017078701,0.053715235,D
297626,2.067982602,-0.001227394,0.283423036,-0.051059112,0.033144108,0.062937665,0.075823557,-0.031159284,0.071026707,D
297650,2.46187023,0.127664799,0.332532469,-0.089901851,0.102912755,0.036217709,0.054424487,0.053975348,0.049107667,D
297674,2.413686795,0.048988549,0.329287092,-0.052077148,0.069079113,0.010499993,0.007113171,-0.012735936,0.045061096,D
297698,2.718442875,0.084796045,0.286759061,-0.038153286,0.010340631,0.034505971,-0.009475528,0.014029527,-0.001254208,D
297722,0.644391587,-0.347884935,0.687203249,0.397711961,0.191734412,-0.03076621,0.08729594,0.065465647,0.026434724,D
297746,2.504529495,0.166425233,0.335466773,-0.075875238,-0.00182536,0.051814513,-0.01778607,0.054232271,0.001030235,D
297770,2.701435205,0.131863706,0.274284593,-0.073713118,0.002205488,0.024014318,-0.02747418,0.02130642,0.012993846,D
297794,1.18803639,0.187418136,0.789181906,-0.855579059,0.357057887,-0.208174597,-0.080688803,0.276449608,-0.006849721,D
297818,1.46532912,0.114108545,0.338586904,-0.155200546,0.213423974,-0.130748598,-0.110265685,-0.151135062,0.133543404,D
297842,-7.665596394,2.650560596,0.509257015,-0.931108346,0.140642721,2.168856057,2.032254288,-1.7700388,0.503361057,D
297866,1.435561833,-0.551337662,-0.561707985,-0.268353593,-0.028578659,0.051586473,-0.028295565,-0.124410222,-0.154178128,D
297890,2.682182345,0.229836574,0.325719541,0.055766315,-0.004036075,0.141812152,-0.035644985,-0.014422696,-0.023836447,D
297914,2.687651693,0.114084231,0.275219243,-0.105760088,0.022101678,0.044226463,0.015903478,0.034855151,0.003590385,D
297937,1.936044118,0.39321059,0.423592628,0.13729355,-0.026865463,0.252121054,-0.00794718,-0.081312991,0.006893723,D
297961,0.870009321,0.640064394,0.319949764,0.207455967,0.151738583,0.105262407,-0.046035182,-0.056175722,-0.060921858,D
297985,1.947371063,0.285304643,0.212278756,-0.010836685,-0.035387503,0.142681215,0.076292242,0.001771213,0.046897105,D
298009,-0.103607469,0.459711146,-0.052220388,0.156017351,-0.141970082,0.58425851,-0.014551591,-0.073996859,-0.053833083,D
298033,-0.757455887,-0.564275774,-0.372591834,-0.029465742,-0.19136167,0.331910245,-0.133323573,-0.157842234,-0.173354157,D
298057,-2.559037557,2.937861285,-0.267417837,-0.239499034,-0.371267971,-0.156140861,0.133367824,-0.220196358,0.027164931,D
298081,-8.977330609,3.437346241,0.034425988,-0.530436696,0.952495,0.768811471,0.923723868,-1.829641591,-0.445659717,D
298105,2.209253704,0.272112881,0.282129931,-0.066408482,0.035836499,0.098300673,0.130241655,-0.040127961,-0.050906235,D
298129,0.589969744,0.448155025,0.200217675,-0.038755333,0.113276824,0.107924476,0.121215991,-0.099245561,-0.029613016,D
298153,1.559258757,-0.038269962,0.295073231,-0.129865114,-0.018686723,0.166829879,-0.10603811,-0.111213112,0.131061774,D
298177,2.051021253,0.128958077,0.285569272,-0.081072232,0.026241456,0.055905611,0.032025626,-0.052937114,0.035225899,D
298201,-3.534374878,3.057506504,-0.247739871,-0.371733243,-0.235407899,-0.457659422,0.219448101,0.205613801,0.103564298,D
298225,1.762390133,0.230473567,0.58584976,0.01310001,0.167695928,0.137769378,-0.075144322,-0.032504747,0.020370414,D
298249,2.540939034,0.120670155,0.2714805,-0.058592558,0.038957913,0.062243366,0.048663991,0.020577246,0.01629799,D
298273,-1.164621374,1.029545781,-0.172070159,-0.262175619,0.106293491,-0.098364649,0.30941802,-0.043576453,-0.018798809,D
298297,2.036469691,-0.031809929,0.291329053,-0.087376334,-0.019344484,0.102284432,0.05398366,0.053087973,-0.043300972,D
298321,2.619363969,0.047004347,0.249785295,-0.108268604,0.015666192,0.022572884,-0.006835044,0.019900478,-0.030498937,D
298345,1.125015582,-0.126733088,-0.042437897,-0.216464586,-0.027099972,-0.048327912,-0.073631626,0.12045413,-0.051803529,D
298369,1.767523602,-0.270451715,0.241019855,-0.31868608,-0.056422876,0.027414547,-0.031890659,0.063350943,0.066529564,D
298393,-1.846109183,-0.161559112,1.182430887,-0.373397316,0.337059565,0.114508549,0.336688829,0.150441046,0.139115625,D
298417,1.22322301,0.085827799,0.471607278,0.048328568,0.155813696,0.234084373,0.111468421,0.009193359,-0.023877779,D
298441,1.948163342,0.06546148,0.424164019,-0.018943973,0.200009902,0.040013452,0.075026582,0.0194363,0.028513577,D
298464,1.107030793,0.383867952,0.132676162,0.077247758,0.072103164,-0.131259576,0.042881188,-0.081053029,0.101400123,D
298488,1.864174178,-0.394977443,-0.074975022,-0.231570348,0.019848286,0.030747535,-0.125886154,-0.022797433,-0.080629717,D
298512,2.547586139,0.209266648,0.071895044,-0.062382427,-0.064657934,0.006067052,0.025066951,0.064429343,-0.023489866,D
298536,2.36244572,0.153926191,0.230450322,-0.04184428,0.026894238,0.045853192,0.035475861,0.004439934,0.016146326,D
298560,1.913166439,0.548989516,0.245984475,-0.005151093,-0.067886981,0.081197383,0.016956797,0.078909145,0.00388528,D
298584,2.053021254,0.095545238,0.26316166,0.022220713,-0.031845669,0.040236282,0.013340137,0.016794848,-0.04722369,D
298608,2.461077399,0.199148413,0.316375244,0.026167464,0.025534186,0.151738845,-0.025144909,-0.026694701,0.01399553,D
298632,0.277679053,0.580897416,0.387060581,-0.004479599,0.00484489,0.227592977,-0.073343007,0.032117648,-0.099189728,D
298656,0.875576541,0.519208268,0.350172092,0.251726644,0.107028016,0.200071185,-0.039693115,-0.102183152,-0.022605713,D
298680,0.120751382,1.230641075,0.262094009,0.320598018,-0.05992355,0.444474382,-0.130136041,-0.194324725,-0.134001651,D
298704,1.640801658,0.454441415,0.294324461,0.010190165,0.005651433,0.065206671,0.031970637,0.01326141,-0.08998393,D
298728,2.215975576,0.251539216,0.373567243,-0.174517738,0.088428687,-0.015184241,0.025023737,0.022716525,0.064102461,D
298752,2.465274674,0.252150894,0.354624261,-0.05793753,0.011295743,0.052938113,-0.057000035,0.031309507,0.045382782,D
298776,0.68964991,0.493523628,0.510373434,0.174333634,0.207384526,0.111182361,0.029914694,-0.099350399,-0.002690325,D
298800,-0.958922223,0.523814545,0.566436755,0.033493863,0.274607965,0.240757435,0.256797523,0.071080771,-0.020095416,D
298824,2.571461768,-0.107336198,0.143520736,-0.073298985,-0.000148706,0.059929551,-0.045032719,-0.002281767,-0.015291396,D
298847,-0.149069718,0.11554874,-0.382829537,-0.067015612,-0.046223702,0.053381231,-0.097612631,-0.13328304,0.086474834,D
298871,-2.575266513,0.838653895,-0.078543748,0.30939688,0.25783144,0.460379371,-0.338143426,-0.405693285,0.022865661,D
298895,0.668227512,-0.244430616,-0.470366011,-0.087924013,-0.15449055,0.228508162,-0.17020378,-0.092231938,-0.064348145,D
298919,0.221324659,0.656030007,0.241733987,0.044578988,0.110651144,0.225645754,-0.074002962,-0.294771677,-0.096862078,D
298943,1.007616631,0.491662295,0.093856582,0.055928963,0.21480877,0.309848526,-0.063026093,-0.290831843,-0.000657428,D
298967,-1.469035425,-0.422775477,0.412548128,0.721687106,0.591634887,0.149992789,0.329553049,0.086637396,0.147809043,D
298991,-1.551847185,0.125161975,0.535422854,0.117215029,0.301319177,0.489106599,-0.257718732,0.236618637,0.021642817,D
299015,-0.030147834,-0.830996074,-0.237263774,-0.085248619,0.075192795,0.181082225,-0.002620803,-0.095563917,0.008230978,D
299039,2.115918149,-0.61912415,-0.470425359,-0.162976322,0.177192407,0.039414842,-0.007733425,0.16131284,0.029426176,D
299053,2.796988404,-0.083194141,0.146520823,-0.060362758,0.071680132,0.020592315,-0.000871011,0.082635108,0.026408879,D
299067,2.774799018,-0.0365571,0.28343716,0.003552936,0.028775206,0.028127874,-0.032991799,0.023832116,0.034453304,D
299086,1.012556418,0.304981287,0.379550011,-0.072210552,0.297323736,0.042959504,0.004935141,-0.107395478,0.000174488,D
299110,1.693416913,0.243138033,0.454461296,0.029906528,0.096942416,0.250112908,0.202473465,-0.052252902,-0.034149206,D
299134,-0.367475319,0.491672288,0.826598662,0.096403858,0.21155596,0.316331094,0.263029214,-0.161894365,-0.158980018,D
299158,1.785809016,0.048198476,0.289606721,0.000584982,0.107425652,0.070427195,-0.090099867,0.041484321,-0.072357025,D
299182,1.404425922,0.175813571,0.310482694,0.2181637,0.200899393,0.068654778,-0.066514626,0.068525304,0.041310702,D
299206,0.423491097,-0.10834451,0.069999372,-0.123968056,0.1856849,0.090071704,-0.082247479,-0.082106317,0.121083456,D
299230,0.981221325,0.322209517,0.074773762,-0.060121419,0.059783035,0.186762167,0.06561589,-0.004179546,0.01452033,D
299254,1.638163413,-0.655224869,-0.299052287,-0.163493452,-0.045514873,0.100462885,-0.09073327,-0.012526247,0.107121091,D
299278,1.766802491,0.26915925,0.337003181,0.029383647,0.144114803,0.089391676,0.062710929,-0.059447439,0.002814982,D
299302,2.386372752,0.329442259,0.228968295,-0.043889182,-0.043431826,0.005359417,0.026462272,0.041422296,-0.000733504,D
299326,2.103476492,0.241158123,0.430868347,-0.025210638,0.065827342,0.040766961,0.011055186,0.046209404,-0.014887251,D
299350,0.376940053,0.556534262,0.38781803,0.038385833,0.00967318,0.27214689,0.179112167,0.048904343,0.148080326,D
299374,0.255778537,0.306904017,0.968427442,0.090855069,0.228459505,0.247633121,0.118947081,-0.02383675,-0.064857525,D
299398,2.077687079,0.093146732,0.352765536,-0.036741289,0.025071851,0.097894805,0.04302671,0.021842036,-0.053937462,D
299422,-0.773164879,-0.227543324,0.312426811,-0.019102648,-0.016194992,0.109664924,-0.05823036,0.044635956,0.011658605,D
299446,2.123404052,0.288455052,0.421518793,-0.007264338,-0.004500454,0.035296042,0.018410293,0.145015595,-0.03294091,D
299470,1.416734504,0.116003572,0.444490048,0.114700826,0.103674853,0.022595931,-0.08900499,0.109093826,-0.001247293,D
299494,2.12320923,0.25613613,0.341962607,-0.08532305,0.101991578,-0.040055761,0.004019347,-0.017547122,-0.063855922,D
299518,2.332525677,-0.087740417,0.120634667,-0.08511025,-0.050976169,0.016738874,-0.018647689,0.059883491,0.134453016,D
299541,2.454173268,0.119546951,0.218551106,-0.065010741,0.041427515,0.050752043,0.040082761,0.000567883,0.051716797,D
299565,1.693102469,-0.251713579,-0.128600978,-0.159710245,-0.154003758,0.10446803,0.029312972,0.075408808,-0.014983467,D
299589,2.405131006,0.197836958,0.378872667,-0.051481881,0.041073536,0.011302423,-0.070063901,0.097850956,-0.016932427,D
299613,2.067837206,0.182548592,0.194103485,-0.002026569,0.123316132,0.059302405,0.031306655,-0.033929788,0.001087998,D
299637,1.304493295,0.593526654,0.34867259,-0.020512924,0.148147414,0.004278373,-0.060576646,-0.008682881,-0.020288609,D
299661,1.448115583,-0.402153643,-0.107105102,-0.154674003,0.041439896,0.129908064,-0.006354806,0.128591592,0.173737449,D
299685,1.502364586,0.231065324,0.447796428,-0.013573378,0.152448035,0.056479545,-0.007499162,0.063403867,0.022024518,D
299709,0.194209852,0.762081126,0.529850151,0.081134628,0.268368696,0.224127771,0.218438513,-0.18212532,-0.06644145,D
299733,-0.034285391,-1.0725998,-0.36483713,-0.020396669,0.14908045,-0.025991596,-0.01369238,0.151031592,-0.025284607,D
299757,-0.309196725,-1.261964695,0.011559717,0.737585292,0.623748671,-0.410002261,0.126834392,0.159104469,0.000727846,D
299781,0.842942616,-0.680617445,0.05519552,0.803675996,0.547067421,-0.4971064,0.150444233,0.30144494,0.057899848,D
299805,1.348758125,0.781260335,0.481636989,0.035025856,0.106693483,0.107751098,0.0420907,-0.081114872,0.005071029,D
299829,-0.969783327,0.885208055,0.131851716,-0.209552833,0.014357151,0.182298299,0.094958801,-0.082497719,0.015947535,D
299853,1.071230288,0.230537048,0.319131007,0.241596485,0.061694562,0.031405023,-0.037441482,-0.004663003,0.042021235,D
299877,2.062600814,0.302571238,0.334061413,0.01300409,0.085017882,0.095953327,-0.055345984,-0.044074924,0.043992985,D
299901,-0.007911776,-0.051198679,0.525720292,0.031466696,0.072541781,0.084197069,0.128126926,0.104997438,0.019002397,D
299925,2.280437141,0.044355531,0.407290625,-0.06768059,0.094550057,0.058740152,0.029653075,0.010849497,0.03306201,D
299949,1.822420216,0.506657784,0.250684685,-0.069464825,-0.003093834,0.128273845,0.032956157,-0.015140781,0.011679461,D
299973,-0.15564879,0.491407114,0.27310046,0.341536415,0.050694655,0.189072929,0.178603517,-0.054624713,0.076392743,D
299997,-0.402931273,0.549193725,-0.003634116,0.2309072,-0.141668945,0.163599163,0.093658781,-0.000515883,-0.019794023,D
300021,0.451132691,-0.281630753,-0.581788541,0.088045588,-0.064780886,0.246069467,-0.034954724,0.017833919,0.05434301,D
300045,0.626567211,-0.589083467,-0.428739216,-0.134284825,-0.042938951,0.125371657,-0.243904021,0.00623277,0.096254494,D
300069,1.62498735,0.073964867,0.074713637,-0.141853844,-0.035677556,-0.039092171,-0.050499342,-0.140767005,0.014646679,D
300093,1.026822625,0.332486351,0.151594127,-0.060658109,0.229643382,0.229234978,0.060405848,-0.083533138,0.020029834,D
300117,1.790938811,0.51230355,0.206705467,-0.025120231,0.033199919,0.145632096,0.218340653,-0.047667916,0.002163015,D
300141,0.19459854,-1.019543366,-0.966052024,-0.50926083,-0.093827464,0.161636342,-0.209738004,-0.252772073,-0.131591943,D
300165,-0.502863734,0.706741133,0.521186925,0.397880266,0.201883851,0.371940046,0.075839839,-0.149581005,0.084463851,D
300189,1.0592569,0.783875244,0.404817042,0.014877879,0.087893535,0.172478641,-0.102874521,-0.086265925,0.023003175,D
300213,2.258535586,0.179843162,0.31549702,-0.029509389,-0.0288875,0.02335642,0.015701248,0.023043222,0.002317105,D
300237,2.078808221,0.17530599,0.383958975,0.094764025,0.078101275,0.165201579,0.06029751,0.016049419,0.035862897,D
300261,2.15533536,0.081541222,0.394985888,-0.006496873,0.110638234,0.103257744,-0.052573311,0.047618361,-0.074087964,D
300285,2.388438331,-0.167112136,0.261619563,-0.140513017,-2.81E-05,0.052445293,0.061847023,0.096936716,-0.024288541,D
300307,2.383624955,-0.132922322,0.229503555,-0.118598963,-0.027225716,0.049318772,-0.123111071,0.000114246,0.015982396,D
300329,2.082862216,0.856341591,0.217507646,0.060681288,-0.05236771,0.021038039,-0.029916071,-0.031990595,0.00982607,D
300353,2.387122156,0.385893409,0.308531617,0.01312597,0.080832977,0.074299599,-0.023914315,-0.07633367,0.001857203,D
300377,2.236067696,0.293678287,0.259560036,-0.01316601,-0.010886155,0.010160468,-0.050620332,0.062071922,0.030743634,D
300401,-0.598717143,1.004719032,0.087480098,0.005215597,-0.078654309,-0.037144933,-0.054764966,0.234574927,0.039005972,D
300425,-0.137046188,0.591024441,0.888766165,0.133254445,0.349662328,0.034335708,-0.064352487,-0.029830554,-0.099927694,D
300449,1.823935666,0.179947402,0.198880639,-0.047801975,-0.073113611,0.216213534,-0.020761956,-0.017923371,0.128823004,D
300473,1.898352879,0.368861752,0.377088299,-0.070975551,0.097963069,-0.021417663,-0.06818124,0.060713005,-0.060344107,D
300497,0.757456033,0.802417271,0.447104382,0.027212916,0.134385662,0.082075915,-0.075736923,0.006166046,-0.07074365,D
300521,0.083769297,0.553896165,0.472249133,0.208648833,0.112478985,0.308688061,-0.01001414,0.147113973,0.009886696,D
300545,1.745780487,0.301887033,0.524556189,0.0446591,0.127119421,0.175017746,-0.036300692,0.035607427,-0.011705579,D
300569,1.17396306,-0.053729258,0.226899355,0.012752449,0.091424523,0.071618374,0.037137891,-0.010658345,-0.036145316,D
300593,-10.38444784,10.70057662,0.502630009,-1.06107847,0.124471596,-0.401511452,1.079068623,-0.297901622,-0.103797244,D
300617,-1.735610881,0.700761779,-0.067517466,0.22446809,0.055289879,0.26233756,-0.072181704,0.03466872,-0.005337026,D
300641,2.041705043,0.257696382,0.444698188,-0.057933081,0.095298716,0.061082025,0.081866178,0.046087074,-0.004183889,D
300665,1.718542093,0.242460282,0.246436013,0.002576439,0.058832657,0.132765711,-0.000940677,-0.036263166,0.037938921,D
300689,0.42215039,0.86675478,0.069211529,0.119125822,-0.090622563,0.473705146,-0.070563837,-0.160068077,-0.03950493,D
300713,-0.182927996,-0.031596625,-0.461931963,-0.239837435,-0.185715948,0.002493857,-0.159012695,-0.296053232,0.202333246,D
300737,0.973060135,0.456815235,0.541887099,0.144402268,0.204145162,0.111764957,0.054057836,-0.116366203,0.009909607,D
300761,2.041534327,0.31798809,0.401479874,-0.073182552,0.199521125,0.044747866,0.113043478,-0.044659162,0.040131079,D
300785,2.224787751,0.165662057,0.253474105,-0.111813877,0.096006888,0.028566649,-0.077798875,0.001560629,-0.054115797,D
300809,2.647066864,0.193866485,0.175334861,-0.16317245,-0.065323167,-0.064458778,0.00466345,0.067969055,0.028045034,D
300832,2.829423005,0.03650766,0.216315261,-0.111584876,-0.00201619,0.00381873,0.016100788,0.025125343,-0.014196459,D
300853,2.659938586,0.080619546,0.234455405,-0.132716767,-0.004126556,0.004739751,-0.026453915,0.019056554,-0.000655312,D
300877,2.361589498,0.064380102,0.319120974,0.026281656,0.002328396,0.088909031,0.027829635,-0.038147265,-0.004277862,D
300901,0.674045003,-0.781769921,-0.284388511,-0.072604267,-0.117776621,-0.011394532,0.029411846,-0.151045582,-0.075229368,D
300925,0.914481355,-0.43067985,-0.295495393,0.011014742,-0.006295206,0.019789944,0.127210784,-0.091461977,-0.092858843,D
300949,2.06518221,-0.032368219,0.01036192,-0.052885347,-0.07029333,-0.011008493,-0.105828802,0.053806008,0.017480686,D
300973,2.106460106,-0.369193444,0.008715835,-0.047072981,0.001872145,0.004530176,-0.018996451,0.032528915,0.025058599,D
300997,1.84210936,-0.26086576,0.02652697,-0.11863146,0.043137546,-0.03127966,-0.014233061,0.104023039,0.00643917,D
301021,-0.361885746,-0.462547177,0.653831635,-0.334669308,0.051098753,0.463488048,0.058651524,0.054458327,-0.085533789,D
301045,2.009928973,-0.024021713,0.160726103,-0.105191863,-0.029069541,0.005035763,-0.116841721,0.066061458,0.02431779,D
301069,0.965610558,-0.055365661,0.11664424,-0.215975426,0.070718107,0.214270828,-0.022571478,0.032673891,0.081093392,D
301093,2.458194539,0.016880059,0.206312658,-0.080268815,0.032703306,0.002709318,0.00445971,0.087419054,0.04085413,D
301117,2.548539372,-0.01338695,0.255996677,-0.083121275,0.055224055,0.050274078,0.026131209,0.039429265,0.037174106,D
301140,2.558344884,-0.002329618,0.32623648,-0.039073786,0.080524611,0.069712022,-0.086726487,0.017617344,0.016663719,D
301164,-2.094944456,-1.488882714,-0.818124112,-0.076253528,-0.100246227,0.277940676,0.091079383,-0.371876586,-0.299445989,D
301188,-2.15862692,-2.401611428,-1.095713528,-0.180632292,-0.247849896,0.003569987,-0.147752021,-0.307506124,-0.141088935,D
301212,2.431079838,-0.148979072,0.078613071,-0.124504937,-0.000684059,0.033185732,-0.025177739,0.059657103,0.146754986,D
301236,1.318341018,0.059367092,0.171760122,0.090941981,0.059597287,0.025777479,-0.073509535,0.167254395,0.003070535,D
301260,1.655585384,0.037655836,0.080057701,-0.08079196,0.049980302,0.109639045,-0.047672115,0.021885183,0.05308402,D
301284,0.404980578,-1.653998506,-0.822131217,-0.203385202,-0.235619723,-0.22272078,0.085414474,-0.359531954,-0.526873583,D
301307,-2.356968078,-1.14277191,-0.999694056,-0.138435211,-0.130912036,0.253624058,-0.317308435,-0.186249583,0.321521506,D
301331,-2.470252686,-0.787743034,-0.033479372,0.096716737,-0.355941055,0.034673338,-0.027847811,-0.086732044,0.047437603,D
301355,1.120682043,-0.509984065,-0.210703176,-0.188510774,-0.210728258,0.105645904,-0.061848582,-0.025275487,0.010497695,D
301379,0.495447516,-0.210922708,0.674618573,-0.192514285,0.015275761,0.033405374,0.130783679,-0.006621451,-0.176341266,D
301403,1.761982787,-0.280727447,0.07342466,0.052292897,0.00975081,0.084993275,-0.020418116,-0.017808815,-0.009217048,D
301427,0.155391106,-0.024072871,-0.031728733,0.080992507,-0.06832533,0.078160221,-0.055972242,0.067992649,-0.104985081,D
301451,2.22834776,-0.121866755,0.152709266,-0.174966404,-0.009452005,0.042865986,0.016607879,0.051158652,0.022482133,D
301475,1.907103805,-0.052371899,0.02316056,-0.120742717,0.020675363,0.026356117,0.038573405,0.094287057,0.006497508,D
301499,2.167447367,-0.137155759,0.188284504,-0.174252957,0.031126565,0.033828456,0.003616557,0.103041749,-0.051139396,D
301523,2.370623558,-0.185109201,0.106747071,-0.104443706,0.032720147,0.026511747,-0.065775344,-0.014130021,0.046792936,D
301546,1.906993845,-0.179100954,-0.051719752,-0.148354974,-0.028891483,0.079145492,-0.055834056,-0.028472526,0.137165948,D
301570,2.302600274,-0.134317183,0.068802897,-0.098144716,-0.013424221,0.067124697,-0.02878772,0.023989385,0.087856522,D
301594,-1.106450001,0.561040534,0.110687691,0.188173987,-0.081925163,0.074300237,-0.092620461,-0.218432935,-0.096798194,D
301618,1.194856471,-0.315217775,-0.125324039,-0.037405756,-0.033471393,0.09769056,-0.035435514,-0.000146665,-0.083107893,D
301642,1.705773994,0.198601632,0.174664488,0.007558973,-0.066744784,0.088649819,0.201988103,-0.092164913,-0.046039722,D
301666,2.554375285,0.176413619,0.291359587,-0.065664506,-0.031789083,0.010443864,-0.025023181,0.070410606,-0.003170322,D
301690,2.703357203,0.025802875,0.238483276,-0.057074971,-0.003392645,0.003246497,0.001434772,0.031714702,-0.009847229,D
301714,-0.233649401,-1.627949478,-0.51586826,-0.221340277,-0.347951528,-0.344820823,-0.051259674,-0.422335506,-0.356930613,D
301738,-0.582092998,-1.418973844,-0.73802246,-0.077070868,0.017752924,-0.202111802,0.182241743,-0.291728089,-0.298014733,D
301762,-0.72666963,-2.218426608,-1.358176356,-0.252671877,-0.046211328,-0.165060114,-0.01628428,-0.245273134,-0.505670896,D
301786,1.953713174,-0.450868307,-0.207488377,-0.157268476,-0.015730323,-0.027333739,-0.005078675,0.065927595,0.078816399,D
301810,-0.984181833,-0.461496807,-0.289872025,0.587955191,-0.271246574,-0.107013783,-0.041397238,0.109620824,0.012516098,D
