,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,label
59259,1.712113786,0.366850478,0.397107841,0.0535578,-0.001421988,0.108705377,-0.000812919,0.120175457,0.018255304,D
59283,2.170004594,0.213207501,0.323392477,-0.101331373,0.160497572,0.072940258,0.065666346,-0.036223277,0.009847598,D
59307,0.387939086,0.575048415,0.300308157,-0.054536843,0.113632116,0.226858483,0.237036051,-0.212593835,-0.008263538,D
59331,1.967955577,0.258198534,0.407263438,-0.067788409,0.029876015,0.129310614,-0.00688024,0.018380156,-0.098152907,D
59355,2.106078851,0.351326408,0.360441977,-0.023047516,0.058652076,0.075509132,0.038798046,0.052088974,-0.064760489,D
59379,2.09649581,-0.019364476,0.164590511,-0.140753849,-0.024604718,0.10965578,0.050043344,-0.001866777,0.04691592,D
59403,2.389072393,-0.151979106,0.061652028,-0.149817867,-0.019982934,0.036673638,-0.062291437,-0.018702698,0.027736544,D
59427,1.811213552,-0.134570463,0.077478769,-0.093009093,-0.046097007,0.041660547,0.034113853,0.02261663,0.061260954,D
59451,1.079461105,-0.046435756,0.178263957,0.011375588,-0.125766585,0.027818329,-0.033421977,0.008426737,-0.057354395,D
59475,1.550169609,0.080190275,0.253762195,-0.006955822,0.085713946,0.080909521,-0.107845236,0.050292072,-0.048080138,D
59499,1.798865459,-0.159784173,0.339747709,-0.06803805,0.124572372,0.128269075,-0.099292692,-0.038756278,0.025052441,D
59523,2.543457029,-0.032485113,0.20927262,-0.02295563,0.02182831,0.062617641,-0.051203862,-0.047926527,-0.061237519,D
59547,1.079878265,-0.432390253,-0.278940244,-0.04124809,-0.115052587,0.097498798,-0.074602101,-0.09726364,-0.168226963,D
59571,1.728459443,-0.134614535,-0.184268434,-0.200432668,-0.13707226,0.233788013,0.057800613,-0.071010582,0.027821258,D
59595,0.65181928,-0.34761814,0.15745952,0.577019809,0.239826812,-0.063242049,0.010745424,0.12370476,0.024186696,D
59619,-2.055078261,-1.184630983,0.340452677,1.253892467,0.532534134,-0.244439816,0.255563419,0.077968151,-0.388593185,D
59643,-0.210257271,-0.560683289,-0.391473031,-0.028105978,-0.081112813,0.032876602,-0.158245925,0.134542342,0.008692742,D
59667,2.269703358,0.389083694,0.295845293,-0.117104916,-0.004283238,0.076429504,0.031373046,-0.022473825,0.04444223,D
59691,1.505901649,0.667387788,0.31812053,-0.008392297,-0.049930816,0.197641737,-0.135619291,0.010847036,-0.059175393,D
59715,1.498009688,0.470299941,0.342974198,-0.007477005,0.123959786,-0.026423613,0.02248472,0.014220488,0.046493718,D
59739,1.488342315,0.177934993,0.310027634,-0.0480689,0.069311197,0.034131973,0.05203884,-0.029579721,0.066340009,D
59763,2.160484882,-0.072233554,0.285499248,0.0455306,0.010643225,0.082072699,0.024124277,-0.033440729,-0.006183566,D
59787,-2.408560621,0.932746902,0.576650026,0.415681442,0.328768075,0.328160216,-0.304013449,-0.021202031,-0.083641001,D
59811,2.09732081,0.259806793,0.296029231,-0.004800429,0.067426248,0.092489547,-0.042793834,0.02359801,0.015233494,D
59835,1.750353806,-0.269046339,-0.081942185,-0.073757959,-0.001941976,0.027578688,-4.52E-05,-0.015542769,-0.12157528,D
59859,1.606155118,-0.140174233,0.124871619,-0.101385381,0.011628158,0.009467816,0.051074698,0.020325058,-0.018935392,D
59883,1.942739182,0.04795318,0.20053719,-0.031661553,0.014199609,0.075541119,-0.049188307,0.010328014,-0.01061168,D
59907,1.602160812,0.139627932,0.328307688,0.04541891,0.032473343,0.044057287,-0.000911336,0.036397903,-0.001344012,D
59931,1.672922046,0.430316668,0.341667375,0.092477431,0.055495556,0.124442225,0.062011073,0.020550475,-0.018233163,D
59955,0.831667853,0.211178861,0.481850961,0.09661767,-0.058805394,0.065834337,0.076147233,0.087469607,-0.03378077,D
59979,-0.016079883,-0.663571763,0.059978469,0.259544758,0.158755331,0.271766923,-0.154232802,0.00537974,-0.044533496,D
60003,1.603760742,0.459894208,0.167055685,0.021843398,0.038186076,-0.042749917,-0.136237124,0.071376443,0.036219705,D
60027,0.803293656,0.382525781,0.46955471,0.070067103,0.081503221,0.254173965,0.079772832,0.008973836,-0.04933827,D
60051,2.410033622,-0.117784184,0.191313931,-0.036604952,0.000307653,0.03195734,-0.087752028,-0.016324876,0.088712484,D
60075,1.400338226,0.192354545,0.152631094,-0.061769946,0.082324198,0.067619534,0.10895061,-0.046840041,0.089343409,D
60099,1.871974082,0.127841167,0.146061285,-0.075891151,0.063452747,0.16689901,0.014754783,-0.071115191,-0.054160217,D
60123,-0.027408776,-0.469975218,0.653049754,0.301413815,0.375633401,0.069567798,-0.04849231,0.107204645,0.080116542,D
60147,0.690702588,0.471359077,0.329932475,0.101649408,-0.038312839,0.283039345,0.166430014,-0.083757992,0.154704452,D
60171,1.169345381,0.157863101,0.374690052,0.02026007,0.047541916,0.079729074,-0.019250976,-0.004507254,-0.005912526,D
60195,2.341793423,0.128882063,0.426685235,-0.013241941,0.016298651,0.054908584,-0.061252916,0.050111605,0.014803289,D
60219,1.971000401,0.094757542,0.163026435,-0.116665835,-0.046688449,0.02855582,0.073047101,0.004487172,0.062685957,D
60243,1.579704267,-0.076703386,0.525766784,-0.036098476,0.044302983,0.021931352,0.027907199,0.198731498,-0.068351126,D
60267,2.201024756,0.114141424,0.422291822,0.017973258,0.004855955,0.156815778,-0.069133084,0.097731304,-0.042214288,D
60291,2.195686901,0.063373396,0.180228228,-0.027145713,0.022329272,0.053086336,-0.019333257,0.04866694,-0.027813499,D
60315,0.470019772,0.185079797,0.132309932,0.206740712,0.027331621,0.294568614,0.018123594,-0.063056076,0.124234217,D
60339,-2.95420648,-0.619317717,0.469812438,0.638807153,0.06568684,0.697167783,0.166597454,0.08298314,0.118253477,D
60363,0.505151256,1.58102033,0.512403571,0.325830242,0.029498434,0.875928857,0.166429235,-0.352440765,-0.230674697,D
60387,1.612777867,0.12313687,0.462599234,0.052977336,0.071489859,0.156382172,-0.017873312,0.14982435,-0.105859105,D
60411,2.489559252,0.136696159,0.364871849,-0.021307588,0.039803445,0.059276139,0.019687263,-0.043378425,0.00125883,D
60434,1.709818115,-0.01790913,0.258239925,0.15626458,0.016345745,0.097782674,0.065280102,-0.062409943,0.047576815,D
60458,0.676570679,-0.561770113,-0.159626751,-0.050881393,-0.017183716,0.104705659,-0.101058409,0.091590753,0.258087814,D
60482,2.593141165,0.164949387,0.322343232,-0.072560936,0.029796824,0.061867576,0.016226866,0.014119031,0.034995167,D
60506,1.584191944,0.318760523,0.531526663,0.052007196,-0.039153208,0.150953178,0.062196061,0.083671599,-0.057448242,D
60530,2.613072224,0.072860035,0.312941446,-0.101660969,0.050633678,0.054553037,-0.015754851,-0.046642242,-0.021145311,D
60553,0.775042423,0.64018235,0.433838361,0.142083154,0.085430225,0.14354723,0.016507303,-0.071009787,-0.011870862,D
60577,2.016225931,0.193099065,0.254320029,-0.074142326,0.10184888,0.057010347,0.043898725,-0.005806012,-0.006679191,D
60601,0.9426504,0.372420367,0.462658488,0.216458945,-0.135357032,0.2772365,0.155279605,0.039915221,-0.036317476,D
60625,-1.513837992,1.115084263,0.627759319,0.35084663,0.049021315,0.500624856,0.12677072,0.130917541,-0.090997594,D
60649,1.900322567,0.22196315,0.448820711,-0.041546536,0.106048538,0.038748727,-0.032562353,0.012163178,0.026937483,D
60673,2.029024511,-0.025550903,0.282186215,-0.034183136,0.0109456,0.121507014,0.00842297,0.112709513,-0.034960571,D
60697,2.388900558,0.146986858,0.400731759,-0.056578665,0.044230662,0.092422106,0.059803819,0.043110723,-0.041772399,D
60721,1.757413428,0.109219916,0.399337179,-0.000701402,0.083291126,0.093460523,-0.086574387,-0.00369638,-0.098921012,D
60745,1.254746842,0.326792883,0.4807308,0.164874641,0.159143944,0.27047545,0.100360746,-0.057099973,0.027801398,D
60769,1.360963891,-0.218197022,0.448777802,0.165182934,0.076866045,0.138487376,-0.001094867,0.168609468,-0.1034349,D
60793,2.074283346,0.040810146,0.346191303,-0.011193705,0.051798212,0.18299097,0.057038023,0.033511206,-0.033917995,D
60817,2.32263296,0.005249017,0.090598657,-0.086361029,-0.039835824,-0.006767071,0.032621324,0.004017176,-2.61E-05,D
60841,1.683019694,0.08282211,0.20644333,0.00989167,-0.013359175,0.056186231,0.025511721,0.088814117,0.017125417,D
60865,1.12704781,-0.162378615,0.215913307,0.026457543,0.149660125,0.026258637,0.023473603,-0.02227054,-0.007191413,D
60889,1.344798611,-0.054928559,0.004538641,-0.092143645,-0.123288671,0.025405241,-0.067283834,0.120989234,0.101557138,D
60913,2.342792909,-0.024203648,0.345667407,0.005323298,0.028056387,0.030726302,-0.111240553,0.109244617,0.000794741,D
60937,1.828851515,0.450388671,0.158480852,-0.12208234,-0.077991217,-0.02623649,0.022028958,0.059027284,-0.031602872,D
60961,-1.073368746,1.074156775,0.467852916,0.336765827,-0.101506792,0.156008168,0.078773211,-0.051588391,-0.015499738,D
60985,2.299507539,0.179621941,0.350758662,-0.015728576,-0.01580008,0.038907017,0.00821864,0.003378118,0.037417573,D
61009,1.135813563,0.232523666,0.596324522,0.195769744,0.190445319,0.130241697,-0.102003204,0.025359235,-0.072897412,D
61033,2.045521519,0.155436442,0.213743154,-0.046195021,0.072004557,0.114161939,0.095973999,-0.014285485,-0.035771674,D
61057,2.395377123,-0.059091328,0.232356573,0.048926569,0.009575095,-0.032166477,0.0511207,0.054692607,0.0506546,D
61081,2.355968173,0.03080348,0.140482365,-0.051219297,0.008435709,0.116827072,-0.01749722,0.023964786,0.009938993,D
61105,-1.175941772,1.063152141,-0.137316217,-0.018069035,-0.236307528,0.029152688,-0.153406175,0.138396069,0.221917475,D
61129,0.162201391,0.30171216,0.371155046,0.09680974,0.083398153,-0.157311486,-0.259029642,0.029015388,0.017472871,D
61153,0.910445654,0.647834609,0.273725921,-0.056708871,-0.068583659,-0.009100575,-0.043481161,-0.005162489,0.013485308,D
61177,1.257395018,-0.057341751,0.189373206,-0.04348782,0.066922672,0.124390541,-0.061489926,0.190543891,0.063993935,D
61201,-3.105906899,-3.213308024,-2.55073263,0.057977793,0.469868063,-0.04191571,-0.361698353,0.102425331,0.068891692,D
61225,-0.335339124,-0.518937082,0.412213609,0.300229995,0.028781877,0.07386228,0.026958116,0.259490516,0.056792717,D
61249,2.123925949,0.137507676,0.310459124,0.000875311,0.030273237,-0.016982134,-0.027544068,0.07105078,0.037036503,D
61273,1.529345052,-0.027466173,0.390870628,0.034337978,0.028611869,-0.056112861,-0.086758088,-0.017167597,-0.021354156,D
61297,1.009751933,0.046369945,0.205489243,0.148041069,0.175924714,0.114033543,-0.029186634,-0.030661631,-0.061694442,D
61321,0.022476026,-0.979414922,0.063948621,-0.162672261,-0.168776963,-0.055583099,-0.066277305,-0.086363351,0.097666699,D
61345,2.588316,0.152920775,0.295417667,-0.07365279,0.039217988,0.053261375,0.076440268,-0.029440708,0.001807758,D
61369,1.981543885,0.167111235,0.219389,0.005592403,-0.039200473,0.177024578,-0.049429084,0.000854711,0.041342238,D
61393,1.02888171,-0.281645634,-0.306146233,0.038671983,-0.014169311,0.03368626,-0.178825849,-0.019217067,-0.049344053,D
61417,1.761901894,0.301423181,0.377667415,0.021999375,0.005549657,-0.089349608,-0.030651395,0.101930841,-0.037688493,D
61441,2.417149587,0.186811471,0.329278148,0.016828924,0.002477317,0.062054286,-0.004859926,0.011317672,-0.035714805,D
61465,1.083902166,-0.548061786,0.419204805,0.100721577,-0.058649724,-0.006728993,-0.009635567,0.025252643,0.001200411,D
61489,2.622371999,-0.015517672,0.327165737,-0.007445356,0.029720382,0.050904664,0.035492335,0.006415753,-0.038556491,D
61511,1.497206726,0.10818152,0.457854722,0.081885902,0.179403409,0.194539718,0.071751893,-0.029981685,0.051729094,D
61535,2.27574998,-0.37028035,-0.002744336,-0.177549723,-0.039444825,0.072230615,-0.053611047,0.013890355,0.131646883,D
61557,-3.65335929,-2.625334302,-2.088994502,-1.254633105,-0.509065495,0.331218683,-0.391617595,-0.421090781,-0.08755281,D
61581,-0.116589156,1.185455163,-0.294368658,-0.39519508,-0.403686253,-0.305652065,0.32709953,0.049230702,0.185645105,D
61605,1.857000389,-0.180495839,0.148832912,-0.337387013,0.165849582,0.115382093,0.009466418,-0.09078718,-0.040940287,D
61629,2.06341198,-0.057327321,0.190288491,-0.201612627,0.075181839,-0.004218749,0.004412565,-0.031506269,0.041710371,D
61653,2.421075033,-0.322024567,-0.067774951,-0.108728864,-0.003552403,0.000585071,-0.064937219,0.011365833,0.055853423,D
61672,2.569667422,-0.120098533,0.143861952,-0.109015745,-0.073102417,0.001288096,-0.018536653,-0.013090886,-0.002217841,D
61694,1.649174536,-0.276740409,0.060276697,-0.272772335,-0.155750942,0.084428783,-0.072900369,-0.153577382,0.073136277,D
61718,2.073561909,-0.483480223,-0.004916556,-0.266528377,-0.139029278,0.061986918,-0.117740063,-0.025113734,0.024720921,D
61742,1.322803669,-0.196956921,0.453327034,-0.184583862,0.241381753,0.061653102,0.08177448,0.044243894,-0.047434895,D
61766,2.598659866,-0.01484705,0.200177852,0.02134048,0.05577854,0.063447293,-0.071099011,-0.010499886,-0.023066732,D
61789,2.171047137,0.03634871,0.235195365,-0.128532603,0.027152024,0.065701207,0.105081258,-0.045316835,-0.075791935,D
61813,2.282351711,0.226945395,0.372129636,0.082384463,-0.042122114,0.186894309,-0.068882499,0.004942997,-0.074886174,D
61837,-4.401001605,-1.684777016,-0.338757833,-0.156061821,-0.369126938,0.33414067,-0.099001958,-0.023698347,-0.032290558,D
61861,0.168948194,-0.761401036,-0.005514431,-0.069295665,-0.052009466,0.217487243,-0.03254625,-0.025446572,0.101989034,D
61885,1.777692986,0.407949728,0.317442849,-0.08127631,-0.03495328,0.046568041,-0.015325267,0.092703465,0.002988885,D
61909,-1.830641523,-1.193180856,0.100644336,0.371709678,-0.002002757,0.292622892,-0.102431342,0.213888991,0.246730242,D
61933,1.7965464,0.208324798,0.334073467,0.009452844,0.08730584,0.157690792,0.038020642,0.104085215,0.062190109,D
61957,0.176082104,0.69131988,0.151938723,0.383454402,-0.103037789,0.141608582,-0.021148457,0.041689502,0.056244845,D
61981,0.319643623,0.762864748,0.313148665,0.006704231,0.082691367,0.175409894,-0.078529844,-0.056103778,-0.105530665,D
62005,2.072257721,0.438350988,0.282412391,-0.093429226,0.115176297,-0.029019848,0.176036496,-0.05793164,0.067189765,D
62029,0.866953777,-0.248826856,0.137941383,0.147815824,0.074489926,0.264499517,-0.089360559,-0.031940226,0.11847546,D
62053,-3.556863141,-1.021087273,0.558335022,1.212792549,0.655228208,0.222584254,0.24171401,0.019411747,-0.121373171,D
62077,-0.084983515,-0.563349425,-0.055299314,-0.179152865,-0.050853074,0.180168051,-0.065496012,-0.129380421,-0.005622908,D
62101,2.219080687,0.353200197,0.298908306,-0.082287442,0.072372536,0.023039081,-0.020665559,-0.042315494,0.010999409,D
62125,1.181117417,0.563093562,0.192712358,0.099465649,0.097087777,-0.008045254,0.148422105,-0.02863897,0.076623332,D
62149,1.596193393,0.010314,0.15949028,0.216691965,0.086065626,-0.027374319,0.047290175,-0.03420851,-0.021918103,D
62173,-2.751577991,0.411383598,-0.296379808,0.055668229,-0.158928369,0.453918164,0.047128281,-0.234847798,-0.027999579,D
62197,0.572808655,-1.199039499,-0.399434852,-0.3165656,-0.092831065,0.002417655,-0.005837024,-0.122575595,-0.118703011,D
62221,-4.639745908,-1.381358864,1.696616713,0.439399877,-0.245588594,0.287730464,0.173714426,0.135163225,-0.005978732,D
62245,2.383440428,-0.285319481,0.113406559,-0.081501922,0.001681208,-0.04508212,-0.013495976,-0.023669212,-0.133136418,D
62266,0.720099815,-0.909006472,-0.573707345,-0.664411825,-0.158108473,0.126249598,-0.249535035,-0.147620529,0.053477104,D
62290,-0.373098039,-1.196002871,-1.125479109,-0.350881423,-0.276572853,-0.050550438,0.043837415,-0.196795004,-0.124952502,D
62314,2.864228526,-0.007483861,0.216250184,-0.087749055,0.000247525,0.026609533,-0.006967318,0.033165905,0.008250176,D
62332,2.861051229,0.06910613,0.26721167,-0.069988994,0.009928749,0.012179049,-0.044697945,0.039606811,-0.000711149,D
62354,2.95395092,0.025616636,0.269967231,-0.08617065,0.006326279,0.022674272,-0.01880245,0.028369066,0.001542251,D
62368,0.062681159,-0.136397717,-0.106447252,0.226647851,0.102175546,-0.002468877,0.034225605,0.086155429,-0.018280546,D
62392,-1.758624351,-0.076918543,-0.166001653,-0.064740564,-0.062917213,0.247298921,-0.023273057,0.002878923,0.134643086,D
62416,0.768634701,0.964554463,0.221829449,-0.051392041,0.005508424,0.033488688,0.128540818,-0.053403556,-0.018460923,D
62440,2.90687001,0.054227947,0.29981765,-0.056809339,0.00190397,0.035192455,-0.000937895,0.020711754,0.005256276,D
62458,2.207826624,-0.334863634,0.127404484,-0.027970698,0.017020324,-0.063721361,0.022820885,0.0015519,0.040831235,D
62481,-4.152960843,-3.540759613,3.221539542,2.040265142,-1.656064484,-2.993354204,1.519331197,-0.151845197,0.11938766,D
62505,2.713324425,0.092551484,0.306242717,-0.070405817,0.02352174,0.072211447,0.041615389,0.002092163,0.017363212,D
62528,1.44230664,-0.051072248,0.01534459,-0.005897052,0.03210125,0.058945711,-0.051698318,-0.034672856,0.081630634,D
62552,1.792522609,0.465588466,0.254660164,-0.106357435,-0.011985645,0.073070543,0.182339844,0.078435885,0.067362918,D
62576,2.140396576,0.141989247,0.183248942,-0.175034602,0.09409888,0.052341975,-0.02384344,-0.030111657,0.022676466,D
62600,2.451699931,-0.072529919,0.127550581,-0.154562832,-0.019398937,0.125454511,-0.048312251,0.052536979,0.00027887,D
62624,2.029624221,0.515243647,0.258861102,0.022207512,0.009045848,0.112045118,0.021281666,-0.073236498,-0.044529487,D
62648,1.303930979,-0.261067362,0.241220948,0.333647419,0.162926193,0.068832687,-0.016380698,0.092897151,-0.014953426,D
62672,0.676754889,0.153255512,0.146902446,0.157148194,0.278377417,0.052937979,-0.07829338,0.023629432,0.110001098,D
62696,0.54083306,0.725698356,0.276938565,0.191490015,-0.066387731,0.214239648,-0.075269747,0.006703366,-0.027519007,D
62720,-1.358613007,0.957638455,0.118628139,0.447496996,0.077048555,0.211091306,0.054627159,-0.064984244,0.146369373,D
62744,2.573634557,0.058313069,0.275034736,-0.073108004,-0.00022484,0.064865722,0.056581589,0.007799265,0.042389803,D
62768,2.102116894,0.22303681,0.257258626,-0.110272708,-0.017828224,0.06531029,0.033903279,0.011034334,0.024617365,D
62792,2.769634379,0.123664093,0.276986111,-0.074073907,0.023839367,0.045671367,0.025653969,0.012464814,-0.019428766,D
62814,2.271824737,-0.287367086,0.758352461,-0.066162199,-0.176953934,-0.093295009,0.012401444,0.017975222,-0.063791594,D
62834,1.381691617,0.221648909,0.276908125,-0.063311933,0.173487145,0.21440488,0.009580667,-0.156253241,-0.014241463,D
62858,1.637716482,0.580742257,0.296781914,0.103223791,-0.073771005,0.140233157,0.074860093,-0.013997364,0.017465404,D
62882,0.780033722,0.101861253,0.290080718,0.094629339,0.141046624,-0.013148212,0.023367852,0.089938056,0.043126771,D
62906,2.915851761,-0.005405581,0.237928333,-0.06917198,0.026939366,0.003369458,0.003464374,0.04005652,-0.024481098,D
62920,2.991316997,0.048882337,0.287039726,-0.085622685,0.005826601,0.018182567,-0.009305686,0.032505358,0.007520739,D
62922,-0.167140963,-1.273884782,0.267124446,0.915775531,0.42297959,-0.509483893,0.184643607,0.305210916,0.044342721,A
62946,2.466309951,-0.077709203,0.217427121,0.042084649,0.021046293,-0.046535668,-0.061100939,0.091191703,-0.013503882,A
62969,2.353910239,-0.292920867,0.042234096,-0.084322769,-0.012483699,0.064347577,-0.113755525,0.028488991,0.018481974,D
62989,1.72001807,-0.366110196,-0.111641444,-0.220783423,-0.083733337,-0.006256405,-0.024398753,-0.015585634,0.029010028,D
63013,2.426434813,-0.235988036,0.042691192,-0.109457488,0.005949078,0.074453011,-0.060953487,0.032822834,0.080646903,D
63035,2.411855138,0.355708485,0.352614421,-0.014248607,0.055346342,0.094198084,0.010657789,-0.01885525,-0.026851394,D
63059,1.205897743,0.22526381,0.469151536,0.029728349,0.021829158,0.102013874,0.086862828,0.221366645,0.033870955,D
63083,2.442351586,0.111228236,0.405015125,-0.038544511,-0.026199444,0.00960756,0.011363801,0.106398073,0.009024116,D
63107,-0.527609251,-0.51276373,-0.669065525,-0.147990655,-0.122331713,0.078220212,0.050328071,-0.271617396,0.07368715,D
63131,-0.080568696,-0.424382873,-0.333542661,-0.345635302,-0.061895316,0.091602499,0.125923684,-0.103734936,0.03118088,D
63155,-2.302304916,0.280447568,0.348862165,-0.238691551,0.489522574,0.247129663,0.052921125,-0.021463625,-0.104381119,D
63179,2.78525884,0.098179079,0.236999399,-0.064446299,-0.005405077,0.044155536,0.003716573,0.001651933,0.017700817,D
63202,2.394437732,-0.09758346,0.14278243,-0.099007266,-0.056172582,0.054644949,-0.048297952,0.060954958,0.024024261,D
63226,2.652041487,-0.101217747,0.140321212,-0.100934007,-0.029828788,-0.007771665,-0.030362276,0.047335145,-0.009984779,D
63246,1.20983992,-0.053144841,0.483824179,-0.008472552,0.16507858,0.142300229,0.008230683,-0.183312982,0.082927019,D
63270,1.894210177,-0.0887069,0.371813717,0.10128528,0.037947819,-0.013913494,-0.068278336,0.046414008,0.040486614,D
63294,1.748928457,-0.162162313,0.28843239,0.021354916,0.009834846,0.071455478,0.062495632,-0.014632121,0.110811893,D
63318,2.429788944,-0.245157885,0.110183879,-0.056587316,-0.031278802,0.018697282,-0.068773757,-0.032275986,-0.054417781,D
63339,2.696927094,-0.088760659,0.225826288,-0.019631287,-0.004514125,-0.021990503,0.008775817,0.01858338,0.013844606,D
63358,0.334029634,-0.020205699,0.081509983,-0.325203125,0.516341159,-0.056424773,0.195256089,-0.455780129,-0.071183644,D
63382,1.552711647,0.207656593,0.139119695,-0.169040195,-0.024943393,-0.00798585,0.156154146,-0.105820951,0.087426875,D
63406,-0.409714899,-0.645802328,-0.422109775,-0.408282306,0.032134951,0.147058559,0.082435921,-0.160724125,0.125270314,D
63430,2.102726441,-0.518367028,-0.213532525,-0.057826548,0.093321942,-0.098330191,-0.004482955,0.024812626,-0.096209666,D
63452,2.515324389,0.172635558,0.270266437,-0.035748083,-0.04982835,0.006352096,0.0217546,0.086312412,-0.041986511,D
63476,2.580045477,0.131683166,0.28752769,-0.067058696,-0.017799918,0.093485831,0.124917861,-0.065466337,0.072100736,D
63499,2.972367255,0.051472966,0.28892611,-0.083016777,-0.000218054,0.021587198,0.003324234,0.029121123,0.011997693,D
63511,2.760506972,-0.00763531,0.176701909,-0.129290253,-0.012287151,0.018032613,-0.021253619,-0.002298169,0.017995913,D
63532,2.718004729,-0.026625244,0.203550675,-0.11652477,-0.011093405,0.065109038,-0.035018535,0.036060082,-0.053855812,D
63553,0.87039677,0.188946406,0.143707203,-0.149575532,0.108169167,0.072648187,0.092471581,0.098952919,0.13209086,D
63577,2.215362097,0.173201934,0.268203222,-0.05544629,0.002519418,0.07353192,0.161567362,0.039631624,0.001984377,D
63601,1.870114695,0.403267236,0.340511833,0.005452792,0.072615111,0.102698879,0.023535688,-0.038224351,-0.015625324,D
63625,1.410568529,0.107484249,0.525282478,-0.034659345,0.183848044,0.025528312,0.081226586,-0.104517267,0.067705783,D
63649,1.751276803,0.237733649,0.483187976,0.07020634,0.054233105,0.184480548,0.064747648,-0.030838805,0.012195532,D
63673,1.929419827,0.300220961,0.33124353,-0.003561854,0.053412119,0.063065606,0.038346688,-0.055818532,0.00713779,D
63697,1.305337948,0.34084668,0.448059912,0.098209073,0.072575282,0.14203603,0.028491421,0.15996832,-0.105164853,D
63721,-2.352016285,-1.363900598,0.033668038,1.037957176,0.339527578,-0.048198516,0.020019305,-0.006234637,0.11431938,D
63745,-0.64079998,1.52202935,0.509697194,0.176557836,0.063771316,0.239840772,0.110682482,-0.093531895,-0.06071798,D
63769,1.789287793,0.046155755,0.462550077,-0.079876219,0.050691084,0.060715115,-0.055378317,-0.004105428,0.059292763,D
63793,2.051201227,0.294814607,0.411728796,-0.018555598,0.05219472,0.093720937,-0.059540361,0.017538371,-0.07124444,D
63817,2.48865021,0.055885536,0.344361857,-0.036771946,-0.010913855,0.065003839,-0.004294233,0.028249534,-0.06142491,D
63841,-2.57909749,-0.265760273,-0.280580822,0.261489842,0.075682234,0.719970148,-0.049899912,-0.179331773,0.323223141,D
63865,0.51335846,0.464070089,0.534684243,0.018368762,-0.008409749,0.133119891,0.004603533,0.068875554,-0.050444484,D
63889,0.133902211,-0.57469527,-0.265106282,-0.186408348,-0.00703285,0.103905282,-0.076821024,-0.064451055,0.257896283,D
63913,0.126435339,1.915829275,-0.089758707,-0.12414034,-0.356906514,-0.222227575,0.252321508,-0.125670559,0.105195069,D
63937,-3.595961993,3.881771125,-0.193506008,-0.210621763,-0.477391981,-0.325054127,0.214889052,0.119327637,0.017011696,D
63961,-0.416996238,0.746518418,-0.403532707,-0.258503881,-0.307130735,-0.083245667,0.123705905,0.299354348,0.125550368,D
63985,2.562990968,0.074911878,0.281397673,0.010034075,0.024778846,0.141609284,-0.017444512,0.00133512,-0.012755497,D
64008,1.913106826,0.250170867,0.447569794,0.104318184,0.020944925,0.291334154,0.098048252,-0.109352182,-0.018378798,D
64032,2.112089695,-0.110077258,0.193053402,-0.152052687,0.00691322,0.09515911,0.068833016,0.07044703,0.052908401,D
64056,2.502714144,0.165595175,0.296600954,0.016463881,0.022099714,0.204344393,0.057196309,-0.028114557,-0.026059262,D
64078,-1.391169201,2.908474082,-0.154307268,0.040832999,-0.362142811,-0.174342314,0.453847348,-0.19057718,0.21561042,D
64102,-0.825373592,2.145152713,-0.076327085,-0.076760673,-0.239656987,-0.300683952,0.225898307,0.045765818,0.018435777,D
64126,-3.866339608,2.064523751,-0.261288077,0.355177385,0.200928235,-0.473052652,0.266364761,-0.250887434,-0.031589795,D
64150,2.125980068,0.250201808,0.38026854,0.107593525,0.041233626,0.128834687,0.08591337,-0.007386116,0.00369708,D
64174,2.086635824,0.252350864,0.347448725,0.088045246,0.012732849,0.130663468,0.165250095,-0.018497262,0.012288706,D
64198,1.503497716,-0.032079098,0.209448025,0.281300948,0.117246641,0.206581617,0.080529418,-0.064836589,0.012238742,D
64222,2.351232853,0.036304985,0.262536011,0.028000023,0.043882717,0.045327699,-0.038013557,0.019155462,0.054334762,D
64245,-1.158137333,2.354054868,0.048641955,-0.228872052,-0.267035383,-0.146139885,0.201437703,0.190643399,0.110580797,D
64269,-2.982202579,1.333006464,0.020879858,-0.034084739,-0.043727614,-0.192164266,-0.078315732,0.499150144,0.16797342,D
64293,-4.933499737,3.293057726,-0.239313836,0.172425657,-0.361461238,0.017867606,0.173166317,0.255056431,-0.062741486,D
64317,2.173173996,0.181761743,0.325159744,0.037842177,0.053981155,0.152551137,-0.024596527,-0.005607046,0.027242408,D
64341,0.855157363,0.053053745,0.418269931,0.075857191,0.145829348,0.184084685,0.104889126,0.19983718,0.068511733,D
64365,1.021629727,0.15582515,0.448203312,0.26325525,0.115960993,0.285279851,0.03051043,0.024717407,0.00539182,D
64389,2.269706268,0.178527071,0.373153373,0.016699552,0.000806086,0.257195237,-0.020044362,-0.019158184,-0.018579143,D
64413,-2.040176321,0.765748748,-0.567351809,-0.265707843,-0.218729574,-0.248098002,-0.146491046,0.154908263,0.074395965,D
64437,-2.873247409,3.128362554,-0.188080532,-0.36610328,-0.264870309,-0.069823998,0.289447406,0.081237995,0.020175814,D
64461,-5.672655892,4.666099896,-0.356868186,-0.072354523,-0.375143748,-0.208284315,0.292442859,0.391413266,-0.011618703,D
64485,1.465209179,-0.219304181,0.089174993,-0.013514851,-0.043163346,0.001532537,-0.097240454,0.123561988,-0.123571936,D
