,LD1,LD2,LD3,Label
33166,0.143157464,0.509129156,-0.475801241,D
33190,-0.189338438,0.05209972,-0.632611242,D
33214,-0.323407901,0.975390249,-0.099366938,D
33238,-0.229783607,0.161502653,0.336563405,D
33262,-0.310775843,-0.478947104,0.423756078,D
33286,0.492891795,-0.311687782,-0.543711283,D
33310,-0.369464084,1.028655952,0.70309341,D
33334,0.466041442,0.373193524,-0.365307391,D
33358,-0.855340577,0.964429135,0.653636966,D
33382,0.038903459,0.425268539,0.151890489,D
33405,0.199614284,-0.616144372,-0.426587175,D
33429,-0.258429201,0.418135471,0.620366207,D
33453,-0.089533087,0.015567831,0.013104843,D
33477,-0.102551663,0.018282917,0.398893489,D
33501,-0.657273059,-0.709832224,0.442097498,D
33525,-0.35824642,-1.328452609,0.533878368,D
33549,-0.174285026,-0.485481334,0.525929703,D
33573,0.316409087,0.706205883,-0.032871129,D
33597,0.109405279,-0.049977162,-0.693580778,D
33621,0.073001643,0.003132438,0.045122849,D
33645,-0.039985113,0.386642177,0.281799086,D
33669,-0.096750262,0.408506114,1.040200143,D
33693,0.069831967,0.106871787,-0.735030601,D
33717,-0.561803455,0.705046528,0.517065406,D
33741,-0.439304417,-0.198523038,-0.013297469,D
33765,0.159204521,0.251933188,0.167239287,D
33789,0.515670854,-0.037619741,-0.373293184,D
33813,0.115239152,0.143009732,-0.212768439,D
33837,0.125526044,0.277255375,0.071752554,D
33861,0.095628073,0.312095668,-0.820571843,D
33885,0.025951684,-0.125117097,-0.03111837,D
33908,-0.113060639,-0.325574177,0.187609951,D
33932,-0.460056745,-0.502800424,0.076373241,D
33956,-0.011469448,-0.011173712,-0.260607241,D
33978,0.03768018,-0.023338372,0.009300141,D
34002,-1.459304001,-3.132794057,0.356725068,D
34026,-0.512339587,-0.455581068,1.967382133,D
34050,-0.167519149,-1.57715064,1.898658113,D
34074,0.332772002,-0.855834118,0.418089873,D
34098,-0.297896912,-1.570814753,1.246823888,D
34122,0.210598316,0.2074882,0.534903151,D
34146,-2.248800774,2.195227136,0.450968855,D
34170,-0.195816421,0.452870839,-0.345371782,D
34194,1.87291257,0.220764991,1.743375416,D
34218,0.266868312,-0.24475819,-0.830857112,D
34242,0.473106223,-0.019779597,0.412186186,D
34266,0.073043609,0.198464216,-0.026896394,D
34290,0.027717883,-0.029720021,-0.015679419,D
34314,-0.08832253,0.036737987,-0.35711144,D
34338,0.196161247,0.312624034,0.785954863,D
34362,0.100321488,0.198230209,0.924224768,D
34386,0.016241194,-0.028136532,-0.034202865,A
34402,-2.638987221,0.254495118,-0.127081974,D
34423,0.017246842,-0.094511588,0.389990502,D
34447,0.070144277,0.241721379,0.453815266,D
34471,-0.040441948,0.235963478,0.641789629,D
34495,0.012523018,-0.001074503,-0.033068789,D
34519,0.156138002,0.061525881,0.014335124,D
34542,0.044854586,-0.179926659,-0.254028433,D
34566,0.037306772,-0.377547306,-0.182793223,D
34588,0.100023207,0.079299168,0.144566925,D
34612,0.299386851,0.172955788,-0.281292631,D
34636,0.098508829,0.104594468,0.053610925,D
34660,-0.133150352,-0.29332534,0.518242537,D
34684,0.18893005,0.411546425,-0.505928175,D
34708,-0.216757108,-0.31578757,0.073471049,D
34732,0.117233322,0.536551913,-0.512851258,D
34756,-0.007291436,-0.484269671,0.316782801,D
34780,-0.00788584,-0.493057733,0.337132216,D
34799,0.137085984,0.246375681,0.647153003,D
34823,0.939011251,1.311671895,-1.534149416,D
34847,1.133725713,0.879965712,1.584661713,D
34871,0.228494673,-0.370671568,-0.765754496,D
34895,0.202042768,0.067989658,0.22631369,D
34919,-0.112127584,0.235372274,-0.196907375,D
34943,-0.168206948,-0.087767892,0.224601747,D
34967,0.395322268,-0.871570452,0.871789848,D
34991,0.370975767,0.018755142,1.067888,D
35015,-0.083816823,0.548657169,0.042089623,D
35038,-0.165642685,-0.017544555,0.041800827,D
35062,-0.175044359,-0.036318802,0.288603285,D
35086,0.146751104,0.210940936,0.500684644,D
35110,-0.026233561,0.061142998,0.386099061,D
35134,0.206765808,0.282961449,-0.65162108,D
35158,0.190821889,0.296827902,0.163193919,D
35182,0.053557286,0.217739624,0.063582463,D
35206,0.352047716,-0.318474017,0.299305961,D
35230,0.411858532,0.330528612,-0.861007545,D
35254,-0.561122111,-0.220386761,0.285060211,D
35278,0.06952435,0.02380108,0.188598719,D
35302,0.184059756,-0.101602664,-0.211962681,D
35326,0.03766557,0.220106433,-0.126613719,D
35349,0.021391438,0.158209085,0.045224918,D
35373,0.122453821,0.103906517,-0.062952377,D
35395,-0.250276579,0.858898847,0.490465586,D
35419,0.372946898,0.089232734,0.952654353,D
35443,-0.135240289,0.32716361,-0.492440592,D
35464,0.074566338,-0.023594529,0.094086429,D
35488,2.594542632,7.029297677,-5.933861485,D
35512,1.072652247,1.458948686,-0.140512934,D
35536,0.328211048,0.634030833,-0.387549744,D
35560,-0.107503059,0.031754532,-0.215444643,D
35584,0.447940398,0.180303916,0.565589452,D
35608,-0.391422263,0.093399788,0.142916319,D
35632,-0.275497833,0.737450411,0.45505323,D
35656,0.058661924,0.12407875,0.584076813,D
35680,-0.136749216,-0.331977955,0.297219602,D
35704,0.89896148,-0.058301804,-1.646026228,D
35728,0.092579846,-0.048642123,-0.226551667,D
35752,1.090137569,-0.264284901,-0.736899049,D
35776,0.076517078,-0.53286399,-1.113975978,D
35800,0.007461423,0.016576532,-0.156335126,D
35824,0.434742771,-0.516551864,0.804671054,D
35848,-0.060641338,-0.175381094,0.27032309,D
35872,0.111584406,0.006311854,0.152799252,D
35895,0.452073927,-1.77389297,-0.913183879,D
35919,1.541204673,0.898132016,2.231457196,D
35943,2.014954687,2.023049985,1.180788917,D
35967,-0.034712775,-0.491656905,-0.647520977,D
35991,-0.370005723,-0.140331963,-0.082173716,D
36015,0.449904555,0.594944896,0.520318544,D
36039,0.027951628,-0.240263577,0.629578795,D
36063,1.174832717,2.08166993,-1.806628726,D
36087,1.235190913,0.999235601,-1.398237611,D
36111,1.549111688,1.383253552,-1.594345505,D
36135,0.17638965,0.376100718,-0.182831156,D
36159,-0.194538963,-1.086319237,0.626397248,D
36183,0.00761763,0.018002015,-0.098078059,D
36207,0.185008994,-0.194128383,0.446743353,D
36231,0.066966401,-0.016629548,0.664071003,D
36255,0.186795631,-0.100051505,0.587552257,D
36279,1.917469944,2.996147837,0.381752349,D
36303,1.216593757,0.541123519,-0.053990085,D
36327,1.079323593,0.291025552,0.878893675,D
36351,0.498180614,0.662835979,1.197807517,D
36375,-0.000280781,0.412279038,1.418447352,D
36399,0.034316068,0.261497777,-0.221607054,D
36423,0.311601925,0.483858299,0.123625852,D
36447,0.285676244,0.213009979,0.53504294,D
36471,0.14886576,-0.060466677,-0.070692443,D
36495,1.782010407,4.006647844,0.073265452,D
36519,0.203745225,1.164799897,-0.435106409,D
36543,0.422897165,1.499058348,-0.689430928,D
36567,0.533001237,1.048473834,1.402711262,D
36591,0.000763407,0.274387052,0.298678959,D
36615,0.047070291,-0.081716722,1.0946253,D
36638,0.314272443,0.608839424,0.312780959,D
36662,0.069928069,0.133196262,0.066088021,D
36686,-0.001170973,0.031866562,0.154260306,D
36709,0.413444858,0.735124341,-0.865464954,D
36733,0.957273967,1.453365876,-1.345587778,D
36757,0.830094254,-0.150208327,-1.821874564,D
36781,0.108327557,0.465934914,-0.284639257,D
36805,-0.044409149,0.277634621,0.27446165,D
36829,0.152036067,-0.718046211,-0.12575589,D
36853,0.061767179,0.017650377,-0.24196011,D
36877,0.137459282,0.145837198,0.054478158,D
36901,-0.014045752,0.00999184,0.154552616,D
36925,1.060601841,0.94901716,-1.782523574,D
36949,0.171165668,0.119462774,-0.348889798,D
36973,1.069300603,1.867803619,-0.953217222,D
36997,0.613372872,0.13023704,-0.418352408,D
37021,-0.104451427,0.028658951,-0.08172556,D
37045,0.211350706,0.130131094,-0.009465866,D
37069,0.035492702,0.196922363,0.073222945,D
37093,0.044893337,0.013067482,0.07538434,D
37116,0.279082942,0.647344755,-0.616207964,D
37140,0.187632448,0.588942006,-1.501842616,D
37164,0.65524608,-0.032763484,-0.867092038,D
37188,0.52007518,0.586346704,-1.503032568,D
37212,-0.116403177,-0.026630645,-0.703467398,D
37233,0.049868165,-0.305368106,-0.197830286,D
37257,-0.092036476,0.317661861,0.050159513,D
37281,0.035562292,-0.438044968,0.25659377,D
37305,1.499576192,0.176951383,-1.7778226,D
37329,0.834119836,0.738916235,-0.913042983,D
37353,1.269456782,0.037033792,-0.816862404,D
37377,-0.054616368,0.110375469,-0.078032787,D
37401,0.20248789,0.279312845,-0.416402313,D
37425,0.06157796,-0.242502799,0.045340445,D
37449,0.219015343,0.545656862,-0.120501322,D
37472,0.033850975,0.188885135,0.164471567,D
37496,0.148518002,0.247928433,-0.263059282,D
37520,-0.352711631,2.361165256,2.907836944,D
37544,-1.594592455,3.639505335,2.685796489,D
37568,1.02514922,1.245664853,1.140175826,D
37592,0.073303161,0.71624322,0.446422467,D
37616,-0.465760902,1.451613806,1.460510365,D
37640,0.339351025,0.572197739,1.099388735,D
37664,0.427368467,0.090305712,0.90797053,D
37688,0.201071417,0.262088564,0.232736243,D
37712,-0.118848578,0.694664343,-0.33378208,D
37736,0.119892583,0.008701865,0.550837106,D
37759,0.119786716,0.214350861,0.088152283,D
37783,0.093121583,0.061654738,-0.033401671,D
37807,0.276428317,0.458705219,-0.606657761,D
37831,-0.052728621,-0.205581308,0.169330913,D
37855,-3.13572296,3.855859516,2.60369331,D
37879,-0.131813923,0.626276452,-0.785441305,D
37903,0.048052289,-0.210333722,0.025187271,D
37926,-1.342816702,0.378795248,2.013423763,D
37950,0.42317226,1.182438992,-0.044210057,D
37974,-0.18749488,1.212634798,0.760039478,D
37998,0.168381061,0.818877032,-0.426297673,D
38022,0.050147432,-0.069976867,0.209862915,D
38046,0.25209614,0.100451293,-0.198187362,D
38070,-0.082126239,0.198274065,0.30952391,D
38094,0.056496955,0.107038263,-0.33720307,D
38117,0.010883351,0.033498973,0.292295103,D
38140,0.030282964,-0.005401617,0.066838637,D
38162,1.584496943,1.574830815,-2.914397829,D
38186,0.107247738,0.875771375,0.759545317,D
38210,1.248913535,1.911348703,-3.136704327,D
38234,0.243852815,0.883609942,-0.027873728,D
38258,0.129190583,0.036641161,0.607706613,D
38282,0.384933488,0.827531022,0.167754438,D
38306,0.591103018,-0.139814007,0.200909195,D
38330,0.137790067,0.065541554,-0.031219771,D
38354,0.115451205,0.40555189,-0.186379711,D
38378,0.334113504,1.895079618,-0.512725771,D
38402,1.292733024,0.673451983,-0.779904732,D
38426,0.49674206,0.874435167,-1.182862595,D
38450,0.200861229,0.44129925,-0.621926332,D
38474,0.241899584,0.576407367,-0.16435326,D
38498,0.170246099,0.32548322,-0.200097903,D
38522,0.113044378,-0.355955982,-0.491570571,D
38546,-0.254735203,-0.439038194,-0.768620451,D
38570,-0.154290725,-1.499456501,-2.145091581,D
38594,-0.110664547,-0.53532564,0.195961796,D
38618,-0.112141714,-0.007259445,0.090478094,D
38642,-0.392186873,-0.515654269,0.05672554,D
38666,0.509906595,-0.878469023,-1.09890553,D
38690,0.077886522,-3.02152195,0.902032675,D
38714,-0.166735236,-0.45365761,0.459711472,D
38736,-0.17273886,-1.285872075,1.226340797,D
38760,-0.199824176,0.155917516,-0.371110254,D
38782,-0.184228605,0.033209736,-0.103538852,D
38806,0.413484901,-0.03222988,-0.43590524,D
38830,0.403956509,0.832483281,-0.401471539,D
38854,1.193212385,-0.0711404,-1.042965782,D
38878,0.273081512,0.106865304,0.171435519,D
38902,0.048048476,0.12594115,0.226373941,D
38926,0.285200565,-0.186636574,-0.061684488,D
38950,0.083918715,0.158021964,0.02298137,D
38973,0.373556407,2.856528602,0.21838724,D
38997,-0.124161995,-0.064648406,-1.50776729,D
39021,-0.493742626,2.581492809,-0.072795084,D
39045,-0.441578682,-0.700406007,1.719648993,D
39069,0.075985177,-0.114531994,-0.308405688,D
39093,-0.475959236,1.121781284,0.060233441,D
39117,-0.298083977,-0.064197312,0.273646401,D
39141,-0.109988731,0.005009495,0.07547338,D
39165,0.098318044,0.030803535,0.272045319,D
39189,1.52255517,0.721358905,-2.23374595,D
39213,4.614244468,12.1549236,4.130197535,D
39237,0.560256009,-1.792581988,2.133138868,D
39261,-1.30447727,-3.45593046,-0.286263227,D
39285,-1.210014359,1.257817957,3.53842517,D
39309,-0.363503396,-1.968205963,2.357604844,D
39332,-0.027924503,-0.632270263,1.255986602,D
39356,-0.543071321,-0.89218287,1.670469015,D
39379,3.10878273,0.236251647,2.398433781,D
39403,0.564757838,-1.233797286,-0.090833652,D
39427,0.541274262,0.029051431,0.750656535,D
39451,1.116444567,-0.792223139,0.702653272,D
39475,0.135007953,0.337657806,-0.975319112,D
39499,0.334199143,0.209782051,0.304554002,D
39523,0.41684279,-0.340581108,0.026774345,D
39547,0.25912454,-0.077015078,0.058227813,D
39571,-0.154769613,-0.248026065,-0.116991793,D
39594,0.027316067,-0.072492167,-0.319579972,D
39615,-0.194237088,0.029257437,-0.209121423,D
39637,-0.080391928,-0.1814054,-0.178423762,D
39657,-2.650530263,5.382406018,-0.978277111,D
39681,1.301798878,2.54383483,1.340130636,D
39705,0.449652895,2.261353595,-1.535961918,D
39729,-1.032888109,2.596188562,-0.883306457,D
39753,0.23898661,0.208975441,0.469577943,D
39777,0.226753497,0.641381404,-0.140923879,D
39801,0.406011267,0.844888913,0.401058691,D
39825,0.380778578,0.324943066,0.597724207,D
39849,0.837508056,0.260766027,-0.894950896,D
39873,1.690321908,0.296123461,-0.899118018,D
39897,3.910943804,0.98657432,1.669697971,D
39921,0.110642665,-0.05820509,-0.244057489,D
39945,0.079985669,0.72226927,-1.215757486,D
39969,1.202664194,0.300441201,0.290110252,D
39993,0.051223296,-0.257071187,0.205471912,D
40016,0.237801754,0.138942547,-0.425904315,D
40040,0.396713657,-0.216667273,0.294504942,D
40064,0.936996273,1.226014748,-0.673383467,D
40088,-0.094716927,0.938950967,-1.062923505,D
40112,3.597922498,5.581387557,-2.374014614,D
40136,0.109406268,0.150991322,0.78526892,D
40160,0.079329367,-0.155727036,0.292555429,D
40184,0.288704003,1.44105298,0.922932785,D
40208,-0.007482805,0.083757085,-0.054065293,D
40231,-0.077386017,0.295980993,0.205242615,D
40255,0.05803381,0.578842209,-0.716503799,D
40279,0.514743032,0.977755516,0.985319857,D
40303,0.348464749,0.620160847,-0.46701044,D
40327,0.409750052,0.487286867,-0.595404175,D
40351,0.485444881,0.155223782,-0.112201794,D
40375,0.185498048,0.004528627,-0.30903091,D
40399,0.064721279,-0.069114226,0.09019646,D
40422,-0.013248779,-0.118702388,-0.134674303,D
40446,-0.008967102,0.052961315,0.068859328,D
40470,0.150849493,-0.136802299,0.232827329,D
40493,0.19374548,0.221198777,0.030236478,D
40517,0.541928381,0.15225144,-0.824535808,D
40541,0.423925037,0.31224233,-1.135199753,D
40565,0.038792166,-0.005475652,0.109200162,D
40589,0.073560059,0.14337887,0.040268807,D
40612,-0.239849628,0.225408497,0.039153183,D
40636,0.060473545,0.12232317,-0.102590402,D
40660,0.148188016,3.004855632,0.001355752,D
40684,1.392831667,0.632414675,5.576446792,D
40708,0.518336604,-0.565191607,1.554686242,D
40732,0.039337253,1.037431276,1.239479211,D
40756,0.233176899,-0.454545768,2.171668882,D
40780,0.041829769,-0.105624748,0.351586107,D
40804,0.223059879,0.926529855,0.92711835,D
40828,0.202643875,-0.034708218,0.233048711,D
40852,0.008996326,0.073302564,0.083713877,D
40876,0.108709701,-0.292438359,-0.076425934,A
40900,-0.029338576,0.091544649,0.006860457,A
40923,0.092647763,0.046833208,0.112404159,A
40945,0.165527851,-0.244267831,-0.071125512,A
40967,-0.037096417,0.122766272,0.215611219,A
40986,0.027637839,0.00501363,-0.056168696,A
40997,0.057549445,0.064555715,-0.210822736,A
41014,0.118060946,-0.033616755,0.068168836,A
41037,0.045855031,-0.008133214,-0.130292123,A
41052,0.010874297,0.008045224,-0.01122943,A
41068,0.007480488,0.018899736,-0.019013668,A
41076,-0.417000292,-3.95794072,0.572824657,A
41099,-0.274862181,-1.972818773,0.079786756,A
41119,-0.275426935,-2.441500959,-0.593564063,A
41141,-0.641525387,-1.801655975,-1.02717973,A
41159,-0.093606265,-0.125184314,-0.413437607,A
41178,0.182872894,0.96706128,-1.51313068,A
41202,-0.08209666,0.214302086,0.126688388,A
41226,0.183811404,-0.279141763,0.201248087,A
41247,-0.095225722,-0.015295951,0.131379112,A
41266,2.852014302,-1.987527155,-1.568806896,A
41290,1.286127367,-0.988113633,-0.159662982,A
41314,0.587212859,-0.070889003,1.020737124,A
41338,0.087178191,0.02804772,0.085329147,A
41359,0.438962614,0.089496801,0.388019974,A
41383,0.061422499,-0.053382613,0.16098596,A
41403,1.014516786,-2.088471164,0.065195982,A
41426,1.237704903,-2.631534337,0.338111336,A
41450,0.140634141,-0.052468899,-0.112203865,A
41473,0.031068588,-1.291151459,-0.050327168,A
41494,0.377233453,-1.800183267,0.984482223,A
41518,0.063078083,-0.039155361,-0.102256483,A
41540,0.152324275,-0.428314154,-0.122178262,A
41558,1.411716033,-0.602029912,0.521996901,A
41582,0.530742492,-0.444423908,1.064160508,A
41606,0.009146016,-0.350156188,0.708146718,A
41629,0.021854969,-0.117971922,0.259374777,A
41650,-0.96361402,-2.892919949,0.436208931,A
41669,0.068097098,-0.650457446,-0.860694065,A
41693,-0.659050301,-1.31289228,0.766886165,A
41711,-0.273754017,-0.127718554,0.091582359,A
41735,-0.040631139,-0.360278795,0.001680561,A
41750,-0.218936402,-0.373539682,-0.361991113,A
41771,-0.077465863,-0.269681734,-0.042256343,A
41784,-6.141015125,0.429903454,0.05486854,C
41807,-1.646427776,0.170398975,-0.578152165,C
41830,-2.088900603,1.146617689,-1.071665263,C
41851,-2.384722842,1.376980079,-1.383497853,C
41872,-2.487838545,0.968458756,-1.922240531,C
41893,-0.417259246,0.17434242,0.111479343,C
41912,-6.230217762,1.511849588,-2.411619884,C
41934,-1.828578812,0.741972966,-0.93668894,C
41954,-1.935103707,1.070322988,-1.033371397,C
41974,-18.69916433,3.691190625,2.149641287,C
41994,-12.34791394,3.203299055,-2.349491185,C
42014,-18.03464193,4.37029875,2.813816884,C
42034,-8.669242352,2.572855576,1.674723374,C
42055,-36.45731071,5.504619495,-5.384439339,C
42077,-13.22982066,1.999220894,0.976598278,C
42098,1.889315436,2.028470029,3.05656895,C
42122,0.435258869,0.276963752,0.394846894,C
42146,-22.08254987,3.644375702,2.807420932,C
42168,-19.76325427,5.198581625,0.337243492,C
42188,-10.49005774,1.036330328,-0.441728388,C
42211,-7.505896649,1.079254563,-0.453105559,C
42231,-1.920539601,0.442787965,-0.418862355,C
42252,-11.28724704,0.727907011,1.087804843,C
42274,-9.223499754,0.440844439,2.059582037,C
42295,-1.389747446,0.280984608,-0.650139866,C
42314,-11.51822154,1.532117555,-4.273522521,C
42338,-12.38085968,2.377595767,-1.544475207,C
42361,-0.940039777,0.197141265,-0.25283239,C
42380,-14.3246536,2.119467331,3.153434121,C
42400,-7.820960712,1.746950006,0.181147908,C
42419,-2.412385759,0.561165805,1.90668974,C
42438,-6.991732235,1.425350115,-2.557570851,C
42459,-7.833668396,1.753717552,-3.389474956,C
42479,-0.722207624,0.387106379,-0.449135721,C
42498,-0.225307047,-0.093840447,0.322496042,A
42521,-0.02879028,0.021489305,0.001555806,A
42541,0.326553056,0.237438109,-1.013397916,A
42562,0.349741329,0.15189626,-0.131534857,A
42582,0.162887851,0.277224637,-0.021016573,A
42598,0.082571026,0.059988863,-0.654758194,A
42619,0.068108629,-0.327040192,-0.255707429,A
42638,-0.56879493,-5.931798431,2.034228636,A
42661,-0.31081813,-3.56850119,1.376676913,A
42679,0.041246053,-0.568074873,0.02461186,A
42696,0.451315016,-0.665975656,-0.247624784,A
42720,-0.016208921,-0.194740466,0.003250053,A
42743,0.131375225,-0.466125964,-0.020018241,A
42764,0.106838579,-0.316352305,0.100967864,A
42783,0.2744694,-0.43151204,0.219792827,D
42807,-0.854188728,0.628789502,0.013294902,D
42831,0.090499903,-0.058418245,-0.033596631,D
42855,-0.878440156,0.565724211,-0.121496568,D
42879,-0.168688107,0.013039336,-0.13465753,D
42902,-0.098929184,-0.056142281,-0.151659998,A
42919,-0.056450046,-0.124768474,-0.149227668,A
42934,0.079176726,-0.123308312,-1.067157399,A
42957,-0.098977308,-0.017651023,-0.557794037,A
42978,1.237556032,-0.261776799,1.335259976,D
43002,1.781941627,1.935820579,0.482754539,D
43026,3.442479615,2.077667549,2.76227037,D
43050,0.419702889,0.62968825,0.30041216,D
43074,0.263934126,0.400031021,0.202757169,D
43098,0.443065351,0.577115552,0.038910929,D
43122,0.079737207,-0.467229643,1.037805849,D
43146,0.260773022,0.039082851,0.150799573,D
43170,1.258425712,-0.363410275,-0.042016659,D
43194,0.450845097,0.202210652,0.118777959,D
43218,0.321897654,0.226515089,-0.799611026,D
43242,0.430061335,0.357140427,0.17321717,D
43266,0.257797342,-0.030171966,-0.046709698,D
43288,-0.015799889,-0.300567849,0.235411671,D
43312,0.28860385,1.049512418,-0.232214841,D
43336,0.05704948,0.856777691,0.337449299,D
43360,0.39151833,0.830292952,0.525535858,D
43384,-0.021572579,0.365240875,0.312504808,D
43408,0.164242067,0.098239,-0.021774654,D
43432,-0.089955226,0.225628868,0.346957093,D
43455,0.08082798,-0.002741923,0.217364671,D
43478,0.179650486,-0.100396619,-0.118839696,D
43501,-0.038452597,0.110481338,0.207103882,D
43525,-0.278463177,-0.483802821,0.336974136,D
43549,0.200357554,-2.266747576,-1.402175026,D
43573,0.893669019,-2.72611433,-1.420879278,D
43597,-0.176063503,0.203215672,0.286210184,D
43621,0.281937935,-0.48295668,0.070676262,D
43645,0.089686815,-0.413541884,-0.44433438,D
43669,0.053103932,-0.141731905,-0.241553546,D
43693,0.052352246,-0.345851537,-0.273392639,D
43716,-0.06835609,-0.316754384,-0.321320173,D
43739,0.200572062,1.016333026,0.580879153,D
43763,0.888471302,1.614674783,-0.391453192,D
43787,0.438380546,0.289926628,0.935978261,D
43811,0.123145126,0.036671663,1.15442951,D
43835,0.157315827,0.066163483,0.741307044,D
43859,-0.069725637,0.228818931,0.263944953,D
43883,-0.001392734,0.144800784,0.369648958,D
43907,0.013058149,0.007858429,0.067278225,D
43931,0.527569934,0.752923666,-1.678230086,D
43955,0.304434449,1.072766954,0.72091075,D
43979,0.62719426,1.446382589,-0.070006812,D
44003,0.167180763,0.132556242,0.868229396,D
44027,0.053538044,0.190424614,0.051793927,D
44051,-0.151110122,0.343332829,0.540895585,D
44075,0.192512902,0.125484928,0.098385879,D
44099,0.151292985,0.197761584,0.122510663,D
44123,0.028141868,0.023723927,-0.125261225,D
44147,0.578209444,1.085013035,-0.669344068,D
44171,0.10903345,0.521092644,-0.467485727,D
44195,0.511156234,2.00748111,-1.253717071,D
44219,0.01709237,0.765366586,-0.024862841,D
44242,0.077582186,0.07266095,0.081757509,D
44264,0.035030058,0.052903151,0.445362991,D
44288,0.085793562,0.020573463,-0.011215001,D
44310,0.100657539,0.274541215,-0.256583207,D
44334,0.211813403,0.557934006,0.662920167,D
44358,0.167656663,0.778686989,0.481152754,D
44382,1.009048921,-2.320925261,-0.367168764,D
44406,0.547651585,0.098770937,-0.168185066,D
44430,0.164848665,0.22994355,-0.0339026,D
44454,0.327001501,-0.767252076,0.288382034,D
44478,0.469445197,-0.361307721,-0.859943249,D
44502,-0.573852585,1.059314782,0.33323262,D
44526,0.749565316,-0.111248177,-0.55893604,D
44550,0.025582691,0.013103575,-0.168811276,D
44573,-0.090751969,0.202297385,0.042709936,D
44597,0.113690246,-0.502976697,-0.192684146,D
44618,0.118995552,0.488590569,-0.182092213,D
44642,0.532192219,-0.465813219,-1.561189886,D
44666,0.184599784,0.200811169,-0.475551211,D
44690,-0.036445959,0.259894487,-0.003844422,D
44714,0.26628326,-0.065988979,0.409629861,D
44738,0.187225615,0.07336559,-0.430238856,D
44762,-0.230048036,0.214628713,-0.101568128,D
44786,0.285593772,0.148969215,-0.66756516,D
44806,0.068155745,0.063200041,-0.03884023,D
44823,-1.034823891,-4.61658373,1.476280316,A
44846,-0.205848551,-0.944785468,0.432182457,A
44866,-0.635659976,-3.034405563,1.054656235,A
44888,0.015799529,-0.461102773,-0.104245826,A
44906,0.090030428,0.069859814,-0.341869353,A
44923,-1.026491855,-3.428867225,0.039871647,A
44947,-0.327539409,-2.252442091,0.454275238,A
44971,-0.810928848,-1.137082647,0.943421611,A
44995,-0.006685594,-0.663828109,0.005409208,A
45017,-0.086725961,-0.806481467,-0.023287978,A
45037,-0.027473052,-0.353939138,0.13775457,A
45055,-0.037495151,-0.839586849,-1.025669491,D
45072,-0.09522489,-1.730160775,-1.411994094,D
45096,0.70098388,-1.476546933,-1.76920544,D
45115,-0.538527719,-0.752840427,0.023625679,D
45134,-0.453598178,-1.315180432,-0.41256947,D
45155,-0.058223151,-1.261974067,0.188025744,D
45175,0.015259149,0.039655488,-0.192169892,D
45187,0.243048275,-0.110858951,-0.267981821,D
45203,0.071959338,-0.42297681,-0.213610119,D
45222,0.126964276,-0.132268632,-0.0878553,A
45240,0.071618821,0.033700107,0.012606323,A
45260,-0.383004991,-0.965845916,0.036128439,D
45279,-0.266546067,-0.558184303,-0.231949789,D
45297,0.042498507,-0.103535149,-0.170976248,D
45311,0.311706542,0.161324432,-0.121398345,A
45327,0.108422332,0.186330931,0.026361496,A
45343,-0.287296409,-0.584236955,0.205009658,D
45367,0.046918603,-0.101621701,-0.186785855,D
45388,0.495372211,-1.286891452,-0.547931393,D
45412,0.354964591,1.49115348,0.015508425,D
45436,0.737333668,0.163339286,-0.636749884,D
45460,-0.007321666,-0.979343464,0.19795225,D
45484,0.16655398,0.083217478,0.589251079,D
45508,0.159417278,0.131940858,-0.104880609,D
45532,0.248441576,0.13158257,-0.308338654,D
45555,-1.780518182,3.467789007,-2.203597755,D
45579,0.257111866,-0.131802993,-0.152454836,D
45603,-1.221803095,3.275934993,-1.70717093,D
45627,-0.496321356,1.052309702,0.021414213,D
45651,0.21972634,0.285123145,-0.378718781,D
45672,-0.709174343,1.256246621,0.615060966,D
45696,-0.26912745,0.120978063,0.308955729,D
45720,-0.351723451,0.191642682,0.409962721,D
45744,-0.642938097,0.302634624,-1.68984287,D
45768,0.074175676,-1.425806767,-0.871467549,D
45792,-12.74939592,1.143067609,1.497155818,D
45816,0.104178294,0.025260303,-0.717611454,D
45840,-0.094383332,-0.386614886,-0.073936858,D
45864,-2.959709428,0.339298076,1.251020294,D
45888,-0.452140074,0.047882832,-0.222709912,D
45912,-0.018147718,-0.210304799,0.094014132,D
45933,0.193541943,0.234776357,2.665009243,D
45957,0.827999882,1.327544978,1.607207802,D
45981,1.60567995,1.305963743,2.739651463,D
46005,0.111404464,-0.10417185,0.639633448,D
46028,0.175609653,0.192103171,0.359608433,D
46052,0.581893012,0.243934988,0.083094125,D
46076,0.186213207,0.067664225,0.372805014,D
46100,0.202613117,0.32110664,0.345711425,D
46124,0.183466288,-1.106835635,0.340411977,D
46148,0.718805286,0.935193207,-0.99707472,D
46172,-0.005022211,0.491681856,-2.574813123,D
46196,0.008682109,-0.634323423,0.022236259,D
46220,0.333537581,0.210900505,0.049034161,D
46244,0.065507718,-0.290076931,0.301468934,D
46268,0.147298684,-0.095672594,0.32038371,D
46292,-0.025695654,0.326411871,-0.149025288,D
46316,0.115907327,-0.085118394,-0.22795848,D
46340,0.314256398,-1.326476767,1.145391144,D
46364,0.235562601,0.35253261,-0.57653389,D
46388,1.257663687,2.388215468,1.761089325,D
46412,0.091993071,-0.465783511,0.638051797,D
46436,-0.022036387,-0.159368445,-0.040489332,D
